"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54" "X55" "X56" "X57" "X58" "X59" "X60" "X61" "X62" "X63" "X64" "X65" "X66" "X67" "X68" "X69" "X70" "X71" "X72" "X73" "X74" "X75" "X76" "X77" "X78" "X79" "X80" "X81" "X82" "X83" "X84" "X85" "X86" "X87" "X88" "X89" "X90" "X91" "X92" "X93" "X94" "X95" "X96" "X97" "X98" "X99" "X100" "y"
"1" 1.99764696881175 9.60668331477791 8.47451413050294 1.56909303972498 7.20168905565515 9.50090951751918 5.84303768351674 7.36584485974163 9.68625369947404 9.63393421610817 4.84236506279558 8.72371524339542 0.780575170647353 9.7261950140819 6.63434277987108 4.49092798633501 4.22178593231365 2.55202456610277 9.51437905663624 3.24413354275748 9.62421261239797 3.37517177918926 1.57388022867963 7.01102494960651 3.54216644540429 5.01823177793995 2.35326714813709 2.06128675257787 4.90651028230786 8.47528112586588 3.95086381584406 7.91067449143156 6.67574475053698 5.77853763243183 8.4453256172128 7.42788994684815 1.23844324843958 5.39550226181746 8.4205937338993 3.97764913737774 7.22836005501449 5.34086473984644 4.21616389648989 5.94352818559855 5.2393196336925 0.0329939229413867 9.69182454748079 5.47335642622784 7.74377520894632 8.87956354301423 5.5512767797336 5.02639157464728 2.5243658060208 4.3477685842663 4.02290302328765 2.92914803372696 8.88249526033178 8.83610340068117 9.94364043930545 7.53595512593165 4.7783638513647 3.63722984911874 5.95738098258153 8.98549533216283 1.63856623228639 1.42149155260995 9.39304781612009 1.52201329590753 9.98918825527653 4.55600574612617 4.69518830766901 9.52526891836897 4.38679319573566 0.508326576091349 3.53798455093056 5.86523858597502 5.35131135256961 7.13566897204146 2.35086525324732 6.28151938086376 6.05158916674554 1.42537468811497 1.82996314251795 4.78672066936269 3.74380121706054 7.43945627240464 9.24133901717141 5.95689334440976 8.72500874334946 4.04440955258906 5.30256660655141 8.17902004346251 3.647856710013 1.84283311944455 7.02639923430979 3.10066611506045 7.23629700485617 5.12426493223757 1.70443972572684 1.58922600792721 352.714599857677
"2" 6.11191154457629 7.03093511518091 4.37874123686925 5.49738714471459 9.40318349516019 5.64401724608615 3.09133750386536 0.704274370800704 1.74473797902465 3.57388190692291 7.05875516403466 5.44758426724002 2.44802474975586 2.78201584937051 8.01392067922279 1.29575979197398 7.07734491210431 4.89586493931711 7.02843599021435 8.80037007387727 4.16874416172504 6.40269061317667 8.38442135835066 2.36527458298951 9.56896259915084 3.210439668037 6.07221777318045 9.30716943461448 4.05721723102033 2.73215922294185 3.76426141243428 5.94022376928478 3.24211173225194 3.87206396320835 1.88704083440825 2.39301419118419 2.63045626692474 3.93975324230269 5.13432833598927 3.7750689056702 9.42482603015378 1.25742898322642 1.85702379327267 9.3323336658068 7.90133772185072 2.04631854780018 8.33323943894356 4.85919241560623 4.68103211838752 5.56614564964548 3.46865383442491 2.60270148515701 0.618628500960767 6.7104386142455 8.2888080785051 3.79755188245326 0.0675236131064594 1.17837251164019 1.37318381341174 7.89224825799465 0.131428800523281 5.40141582023352 5.13795220991597 1.74728745128959 6.16310942918062 0.420576396863908 5.95648216782138 4.87601015483961 4.25553531851619 1.33619997184724 6.80602786364034 3.55341613292694 0.51470059202984 2.50270418589935 0.203659757971764 5.6240593153052 1.95281109074131 9.27596992114559 7.57703075651079 0.309447487816215 3.3042100071907 3.16802090266719 3.2077995641157 9.95853736298159 8.18521026754752 1.11764739500359 3.91585777513683 9.54392668325454 6.03990527335554 5.27287132339552 9.42343639442697 2.40984202129766 5.02139008371159 4.57595022395253 9.75067225517705 7.90645595174283 1.38513800920919 6.91939138341695 3.11266432283446 4.66651062248275 231.598815335323
"3" 7.75218235561624 3.69671851862222 3.31147299613804 5.74568745912984 1.99619270628318 0.369495812337846 1.75908779492602 2.78859792277217 2.02773732831702 1.97250783676282 0.86983876535669 7.63105095364153 2.56375554483384 6.79546101717278 5.87214971659705 6.98819310870022 4.1403016098775 3.58247815398499 6.87691264087334 5.20886751590297 1.35651332326233 9.30533132981509 2.29515035636723 8.03354459814727 9.78972827084363 0.00932733528316021 3.39488191530108 6.56551212538034 4.64936482254416 5.84785290528089 2.16951643349603 7.43372187251225 1.86632378492504 2.60674352990463 8.38868919527158 9.28615189157426 8.78538695862517 9.2451307666488 8.80747150396928 8.28305866569281 9.72965562250465 0.0480928202159703 5.02062077634037 3.8090768433176 2.92985978769138 5.0081049813889 8.09387741377577 2.22318053478375 2.27985991165042 8.09586460003629 1.75658980384469 5.63149764901027 0.138488605152816 1.71517563052475 3.01755660679191 8.36352893617004 9.64743352495134 7.73747890256345 4.36745908809826 9.06344726448879 4.56718800356612 5.62441316666082 4.89387324312702 3.65629900479689 9.32294986443594 9.92962442571297 0.110265787225217 4.00347015354782 8.74344496754929 7.40296717965975 9.24320599064231 2.55973311373964 8.70665531372651 4.86865471350029 2.22461602650583 4.72744149155915 5.25441865436733 1.89597466727719 2.93830666923895 8.9558981382288 0.316825017798692 3.46518138190731 1.85238926904276 2.10100880591199 9.87872443627566 1.7513187485747 3.18233798723668 9.87489371094853 8.98401014041156 3.41386556392536 3.23351786239073 9.65287995059043 9.42224100930616 0.370895168744028 3.61279866890982 2.83313111402094 6.55581337632611 4.44745521992445 8.9690604666248 9.56402234965935 467.199940290594
"4" 6.33613344281912 4.6947114681825 6.52660868829116 5.49179118126631 9.36079972889274 7.39391784183681 5.25277248118073 7.90581936715171 0.0329523393884301 4.08156140474603 6.3733396702446 5.52534419111907 0.877740560099483 9.06157445861027 1.21516971150413 3.17948338808492 6.89289118396118 4.0967189706862 4.09321894636378 9.58039945689961 9.26626400323585 2.81923799077049 3.60909322043881 4.75260922685266 6.22249796288088 0.896533762570471 2.5302204140462 6.77954350132495 2.02031421242282 6.05088829761371 7.57130654063076 9.66909025097266 0.696915362495929 3.18559664301574 5.28017532313243 9.99317357549444 7.94362701941282 0.69770579226315 0.982381396461278 9.0034790057689 6.16648929193616 9.37018885277212 2.54135706927627 1.23546454356983 6.19715933455154 1.69859684770927 0.469124952796847 2.17492214404047 1.90898092230782 3.97017138078809 7.49403745634481 4.05087001854554 6.35247724596411 3.58454551547766 2.04479891108349 2.26830924628302 7.52002908615395 8.95179031882435 8.26711894478649 0.609796133358032 1.85880157630891 4.8083079745993 1.99629543116316 3.29376180656254 0.310828525107354 0.44367250520736 1.18444986408576 8.75474506989121 0.227888063527644 9.4269075570628 5.85226051043719 0.327580948360264 5.43787071248516 6.85130462981761 3.73323917854577 8.11875933082774 0.653593330644071 0.237958061043173 8.69694593828171 1.6461369022727 1.84751571854576 9.62629347806796 4.48299817973748 2.80086378566921 0.444201594218612 5.27124206768349 8.2337899832055 2.39865831797943 0.724097688216716 6.1465317918919 9.18919492280111 7.49780704732984 7.42405836004764 6.91682646749541 6.25908995280042 7.85030892118812 0.615989866200835 8.68957409169525 3.67812168551609 5.93650835566223 337.199176118735
"5" 8.3855883195065 5.83597518038005 6.38826950453222 9.18848616303876 1.26004022080451 2.50637816730887 9.54706650460139 0.288440741132945 1.61037675803527 8.31989779835567 8.1044407049194 2.49309605453163 9.95529324281961 9.01869353372604 1.40011480776593 4.522331696935 9.30289257084951 1.34040656266734 6.14772075088695 6.91435659537092 8.75107935396954 7.8487261524424 1.62940897978842 1.21467352844775 3.61902088392526 5.66000205464661 2.84570236457512 0.47221120679751 8.80297479219735 3.08412193320692 5.01719002844766 3.43494478613138 7.18126682797447 5.03904461627826 9.59604487754405 0.0966998934745789 1.66847328888252 4.24734145635739 9.98365131905302 1.29339666338637 8.65151767851785 2.38221230451018 1.11896178452298 1.0596628068015 3.08062938041985 9.60981601383537 9.30959242396057 8.57508438639343 6.03642303030938 9.38215452479199 6.90371625358239 5.5189100606367 6.36323455255479 3.22397097479552 1.40773563878611 1.63723177975044 1.62847266998142 1.26779758138582 5.68438704125583 4.20899844029918 0.171550011727959 4.28961279569194 9.26554817939177 3.1289939256385 9.2296312446706 0.149554004892707 6.47063356591389 4.50728219235316 6.49161510867998 3.09089769842103 6.00518539780751 7.70570546388626 8.37575723184273 1.58382691675797 1.95769841549918 0.96944386838004 0.795818499755114 5.44400521786883 8.37859294842929 0.360503832343966 4.80660176137462 3.82782272296026 4.88733157981187 3.99018964497373 3.18367411848158 4.97524939710274 4.66287723509595 3.63146353513002 8.48020806210116 4.72388286376372 5.32707417616621 2.97736347652972 7.78044020757079 4.84808340668678 4.99068793607876 7.42265450535342 2.04930620035157 0.269353310577571 3.0909488373436 1.13798690261319 246.803259980557
"6" 2.537465703208 5.20134729100391 6.72249035676941 3.1910115480423 2.30986095033586 4.89882473601028 2.30608016718179 0.12476687785238 1.02902226150036 7.48424485325813 5.09391934843734 2.46773007558659 4.34492627158761 4.83181080780923 6.35685830377042 6.85515816090629 1.55470437835902 3.64342293469235 2.28336572647095 5.00661121681333 2.21452785888687 7.14979630429298 9.24045534105971 6.30418394692242 5.29494709102437 4.35338064562529 8.44169220654294 9.83198781963438 1.29308290313929 8.47732917172834 3.07198066264391 9.39619716024026 2.54437651485205 1.32779562612996 1.60081224516034 0.37712101591751 5.48273431370035 5.37636905442923 1.14669051486999 6.1095682089217 6.56682414002717 1.68192378710955 0.30738104134798 7.53591050161049 4.58053294569254 0.413902916479856 2.64596874825656 4.72976814256981 2.24914964521304 9.33204415254295 4.45972503395751 0.844884247053415 8.68415870936587 8.66534525994211 1.40485552372411 7.49118142994121 2.48108967673033 6.79887318983674 3.13153082737699 7.40219465224072 4.13987425155938 3.36886381031945 8.52651576977223 2.31768024852499 4.57772095920518 5.72876134654507 1.78898929385468 8.43361914856359 3.31180677283555 6.53767087263986 4.55099754035473 5.92423391994089 3.16571209346876 1.72679394483566 9.21764265513048 4.12257846677676 7.01350333634764 2.27196822408587 2.54137474810705 8.88722321251407 2.36000877572224 4.14136906154454 3.8474800856784 0.600549171213061 3.9737347420305 4.79558496503159 6.07446300098673 8.10693527339026 8.03228075848892 0.90531159657985 4.19445177074522 8.5171242011711 1.74736452288926 9.03396968264133 1.74398285336792 8.8778363680467 9.3511212640442 5.71755668148398 9.45293177617714 1.85112546663731 283.011158118752
"7" 1.14923562388867 5.8579975948669 3.75089296838269 3.02562515251338 9.97121673310176 1.79470285074785 0.903615404386073 5.9543754090555 9.07013023737818 2.94118685880676 4.76840393617749 8.06307998718694 2.90808567078784 1.71915169805288 0.13655518181622 2.6388438581489 0.322994443122298 7.4587391410023 7.74551777401939 4.22830704366788 4.70755161717534 5.97291251411662 6.16627268260345 9.64007389033213 6.73285075230524 3.74728654511273 8.12954790657386 3.34805697901174 5.98805156769231 9.04776544542983 3.06036602240056 9.24137288937345 8.2488578883931 4.47256847750396 5.95323126064613 3.62837063148618 3.82389803882688 8.78313964931294 3.69651134358719 3.25371198821813 8.11318969121203 3.1925447541289 5.89254514779896 5.92586948536336 9.3864832771942 2.75602372828871 5.39784891996533 1.24285230878741 1.75534929847345 9.4873661827296 8.85739469900727 1.02104455465451 2.00318611459807 4.57323328359053 0.991768927779049 0.480348838027567 5.73705555638298 8.7763109523803 3.29477238468826 8.15974344033748 6.95462766801938 2.43099047802389 6.15661505609751 3.2707184413448 7.39145615138113 5.78440186567605 7.26294865133241 4.48171006748453 6.22047170763835 4.45453533669934 5.92452332610264 2.88394803646952 7.66478424426168 1.90190154127777 8.51398163940758 4.93252587737516 0.929656666703522 3.35380564210936 4.87405236810446 9.60555134806782 1.81853931862861 5.56351712439209 4.63163188658655 2.12180919479579 1.33136350428686 4.11548856878653 2.94254346517846 2.11761290905997 3.45619066152722 5.00454198336229 1.30953297251835 3.39463018346578 1.9672827119939 7.54964679013938 0.602619212586433 8.66426969645545 8.12380617018789 7.93159523047507 8.15087321680039 2.8854681388475 271.196809171637
"8" 6.03061912581325 0.857717299368232 6.224781551864 9.06737379264086 8.35777383297682 6.15859918761998 0.610326358582824 5.40003483649343 1.03415785357356 0.0219456665217876 5.42745262151584 1.31554376799613 7.61951179709285 1.04306415421888 9.41068195737898 1.83213623706251 3.08383949799463 1.3095469516702 0.34730659564957 5.35381319699809 1.94640846922994 4.71836154116318 6.94305044366047 0.100422038231045 8.2104289252311 3.12244005734101 7.89065228309482 3.63066534977406 2.174812622834 2.59006277890876 2.76362057542428 0.354877454228699 4.49115814175457 8.67557376390323 9.9633290967904 0.308595090173185 9.72708555404097 5.49518409883603 7.21522644395009 5.92306439764798 8.888230395969 6.33143903221935 2.38312276080251 2.09176056087017 7.62310247868299 8.13017431413755 5.33649462508038 9.23854687251151 7.18750515254214 3.65067705977708 7.69911710638553 6.58641354180872 2.49696257757023 6.27910617506132 3.33066323772073 1.88405535183847 6.59092969726771 7.90677251061425 1.88191042281687 2.03945245593786 8.48660707706586 4.95241434779018 0.0605160067789257 4.21715294709429 5.1077988743782 9.9037061817944 0.793546545319259 3.11507986625656 6.35115343378857 6.19028665823862 5.07682940689847 8.67292424431071 0.742778980638832 8.18093579960987 7.36163775902241 8.82748455507681 0.596890312153846 3.0099259968847 4.44143906701356 9.18477733852342 6.24762790976092 6.75004592165351 6.59511303994805 2.97715197782964 4.13505304837599 4.72305961418897 8.69802507339045 2.87726766895503 6.70341187622398 3.55618510162458 8.88597738230601 2.00149266747758 2.46176355751231 3.41710251756012 5.89095074450597 2.58484292309731 8.64968279376626 1.02117386413738 8.21798424003646 2.49543073354289 215.605333238287
"9" 2.91354793356732 0.171010629273951 1.60947839962319 1.43808243330568 1.59837681101635 9.50744422385469 4.55250269267708 6.01037373300642 9.59150606533512 1.25779494410381 9.78860622271895 0.506039494648576 6.48981761652976 6.51610647328198 9.06867621233687 8.81415305892006 0.870585658121854 1.71726331114769 8.8422845560126 1.3327306159772 4.80551408836618 3.50346622988582 0.00527932774275541 6.72149615827948 2.37428115215153 5.68873617099598 1.52271473314613 6.91938074072823 0.0358747504651546 2.74657022673637 0.336491882335395 9.32093399576843 6.86391365015879 3.93299841787666 4.96305264299735 3.86698342859745 9.62536271195859 8.25840164674446 9.09548206022009 6.66411984944716 0.793946862686425 8.35675087757409 9.32072831317782 5.2560085686855 8.98984014056623 5.48746355576441 1.22598162619397 0.643231365829706 1.04635243071243 5.31623581424356 6.32927479920909 3.89484263490885 2.54179092589766 6.74252485623583 7.74701717076823 7.37019011052325 3.9540028735064 1.34791321819648 3.54709036648273 7.14898483129218 1.37911605881527 9.21945579582825 0.938869011588395 0.576134230941534 6.22001938289031 0.188786864746362 7.51398237654939 9.42046575481072 8.85883182287216 6.27238963497803 6.54613254591823 7.50063909450546 7.98254481051117 5.89913827367127 1.57470885431394 6.92673406098038 7.48880497179925 2.28504526428878 4.52215934172273 9.11383715923876 9.79467288358137 4.8636281513609 5.82677301485091 1.59912209259346 6.75802021287382 8.01267966860905 6.82468865299597 2.88124680519104 6.62968060001731 5.42654433986172 3.93944543786347 1.87093536369503 0.639880972448736 1.42482762457803 9.51424325350672 9.73757605766878 4.59708914160728 9.53166580293328 6.83320141397417 3.30018998822197 285.875008393766
"10" 8.21441141888499 8.42404532711953 0.745846934150904 2.48315755743533 0.447160198818892 0.561729960609227 4.05718638096005 4.41077579045668 7.20053101656958 5.41779161663726 2.17970318626612 4.39750782679766 9.56311916233972 8.03259663982317 5.62951748026535 5.56720428168774 8.38924667797983 4.38954667188227 1.67193844914436 0.866508670151234 2.49562600394711 4.11607444984838 3.5948431561701 2.89264603983611 3.24827554868534 4.15122733917087 8.96534308791161 2.62439303100109 5.40632951073349 8.54695111047477 2.46944115497172 5.60665361583233 1.66513696080074 2.49594432767481 9.34621431864798 1.86215263325721 2.10586067521945 1.91483097383752 0.789761790074408 7.07835299428552 4.5407795230858 9.9244146537967 7.16590205673128 2.89878308773041 0.873137093149126 9.34616241371259 2.33290984062478 5.12195906136185 3.99957794696093 7.57961921626702 0.193884482141584 3.50887283449993 0.782175273634493 6.14252995233983 8.92785538220778 0.731185721233487 9.39644836820662 2.86270699230954 9.45305848028511 6.2335344334133 7.29613177478313 0.0827846815809608 3.45116293057799 1.22055526124313 2.80183975351974 1.89085312653333 5.69209851091728 0.580642689019442 0.0552198057994246 9.11492361919954 9.05614235438406 8.89928425429389 7.44661102537066 3.67833925411105 6.13888164283708 4.2681112815626 1.25015986384824 9.2169862985611 7.79865599237382 1.06944429455325 9.7648135619238 9.3426566501148 2.02926278812811 9.79818566469476 7.43562675546855 2.36753545235842 0.669880306813866 6.77402294240892 2.17780246865004 0.940831913612783 6.00605145795271 8.96582135464996 1.50829483522102 3.36119324434549 3.54211725760251 9.44553153356537 2.01793142827228 1.35377603117377 3.71388987172395 7.33627577312291 334.057088481165
