"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "y"
"1" 5.58743540430441 0.527242864482105 8.00256102113053 6.32175103994086 8.32452256930992 7.84415270434693 9.67906848760322 0.560396199580282 3.01060005323961 9.63926281314343 4.92868884233758 5.72008484741673 3.75937611563131 8.36531948298216 3.43816192122176 7.53476211801171 9.80490107089281 3.91355022555217 0.613580665085465 5.36972829373553 1.65393616177637 -0.198982216451087 1.76930359191429 0.705447403230855 0.103189712661412 0.121139801583373 0.705488496935508 0.30111922964419 2.13755021139819 2.57203712488104 1.94719450366566 4.56346565268262 0.749722243361231 2.39475761311785 0.623031709785712 1.28182369101672 -0.870674056603379 1.87655004574672 0.69868732667755 -2.48410971994161 0.771690250202638 -1.0270029723894 2.38921247159438 -0.013042349200232 -4.24405616857423 6 2 2 4 5 2
"2" 5.16739785904065 6.091517531313 7.36571136629209 7.76954076485708 3.56379317585379 5.38758848793805 0.434988152701408 9.11621793173254 4.23640187829733 0.77002911362797 0.189488339237869 5.60470875585452 9.61672586854547 8.91364990267903 8.50619954057038 1.54300433816388 7.30071994941682 3.37993794120848 8.14408313250169 3.8340494595468 -0.617232089318771 -0.6269812053745 -0.0830376104969109 -0.279983798674442 2.25452368610904 0.434898573771258 -0.0153103401052878 -1.94591356984984 -2.77230421518363 -1.41707159852454 -1.04019730351547 -3.47330136324199 2.55590215208007 0.188274206684993 2.23073785951842 -4.89292556102124 1.11773613612573 -0.470852027709716 2.08720590924934 4.08450172602684 1.28178506849364 1.68522548364199 -0.276492254905449 1.4527236620866 3.68213984985935 2 5 2 5 3 3
"3" 5.45846031047404 0.437626140192151 0.145364180207253 2.51869390485808 9.67179393162951 5.59200458461419 4.98415432637557 0.568086998537183 6.48650760995224 7.65520909102634 0.741446146275848 5.02922481391579 9.27400751970708 9.34020387008786 1.12664092564955 0.581059018149972 8.05444658966735 4.95353270787746 6.56313863117248 7.18764418968931 -1.62882774947218 1.2635758512608 1.55688027514187 -1.21597069191339 1.67475587657625 0.462465380762774 0.250701124924738 1.43957469354026 -1.23043767252916 2.74094276227571 1.43400061043088 -2.45245286068659 -4.53195185263472 1.28490655183705 0.147638227226908 -0.412577547839856 0.829796404751428 0.959734085141258 0.875963974515443 4.52416118081732 1.80936052658848 -0.151071286855893 2.26750204201563 -0.6713274301423 2.56135182876979 4 2 2 3 1 2
"4" 7.40091940388083 4.11973559064791 4.6566139603965 9.64068411849439 7.07435140619054 0.576550064142793 9.20717809349298 9.79688210878521 0.368891665711999 2.76843321509659 1.92430171882734 3.32408053334802 2.7675479836762 0.2499401406385 4.68167064478621 4.10318749258295 6.63631025003269 2.72136267041788 8.34903702838346 1.42340610036626 0.272309280880668 -0.368179800222893 1.14277445639174 -0.254086560317302 1.40806783191704 -0.406713893051617 1.40313554035537 -1.2400446081091 -2.0468248556474 0.619323825833705 0.0938962524222869 0.189494292575585 -0.141049586904916 0.323692867086575 -2.37817738484727 1.06942780441212 -2.5661191374107 0.662424647871716 -0.940430064158254 -3.24362114733135 -1.3148295254263 0.996515912216226 -1.02390533680938 4.25142306394584 2.35960209081233 2 5 3 0 2 2
"5" 1.73352621030062 9.25651632249355 2.4856387800537 2.85647000651807 2.66722712898627 0.0309132505208254 7.7273835381493 3.17755475174636 8.00182515522465 3.72059778310359 4.7413483588025 6.56913956394419 4.70512201543897 7.76770806638524 7.18715517548844 1.32413652725518 1.70415728120133 0.0612095440737903 1.28463934874162 2.65082362573594 1.27594914880936 2.34276028725103 0.469202819328403 0.462908201663489 0.506638065107035 0.318403230063858 -0.736446381904442 0.870196394829646 -3.22701346288987 2.22811150349571 0.217879858292493 2.22424966285948 0.815714450556355 -0.607610745997049 1.71451704997373 1.01202091001509 0.79556598802562 0.424000617910783 0.825421411640281 -0.132927567339321 0.979288949738018 1.68677605899348 1.66061879922133 -0.826186396187762 0.422094499933046 4 4 6 4 8 3
"6" 2.31341463979334 4.85137675656006 3.36686867289245 4.6710422122851 9.34949287679046 4.98197930632159 3.2003600616008 6.82689647190273 1.17672330001369 7.53012723987922 8.61808410147205 4.46893593529239 7.94024967122823 6.82920403778553 8.96084206644446 2.53593959612772 6.63167796330526 2.13541972450912 6.35780151700601 5.75451261596754 4.75574272065857 0.33408819734513 0.516835767771375 0.352203542445061 1.31294210604193 1.03532545813114 0.0328299800353115 1.71200425960322 3.47654744402017 2.44571396477566 -0.363085457303602 0.0269083446414503 0.96555962046389 -1.71105130832341 -1.74291617917493 0.843498201671566 -0.587070684124938 0.648004792497097 -0.0907127736470168 2.01428603778415 1.87255024936816 1.98295964806731 -2.70404808836602 -4.82754270574827 -0.676403028769462 2 3 1 3 4 2
"7" 7.97451769467443 5.71433782810345 8.6760030221194 9.37575793359429 5.46268858015537 8.80463987356052 1.08334811870009 6.29147920990363 3.89242214383557 8.85418264428154 3.27774075558409 6.03170715738088 5.1302507519722 8.59802123392001 4.61175163043663 8.50396446883678 9.17408725013956 2.26370939286426 7.07244270946831 6.19064691476524 -10.9188936032128 -1.35061687804694 1.52319007100961 0.673631603524939 1.52392699203328 -0.0234021357743365 1.21919986708818 6.50382699204076 0.304214718078619 2.64425612904071 2.0372446046006 2.13784908007804 1.96020130404798 0.0707641260372109 3.87798917015288 -0.635116607046765 -2.37837645944022 1.7228382351855 1.90497948301965 5.22529618577758 -1.39682025837914 -3.92742266288668 -0.930003032603374 -7.45614403495565 2.07168296445809 2 6 4 5 11 3
"8" 8.1731862667948 9.30813989602029 0.594096353743225 2.00626467587426 6.31952072493732 7.00996951432899 8.58869747724384 2.07030034391209 6.11879728268832 1.45704769995064 1.58264813711867 1.75581086194143 7.5199043774046 5.3342766687274 2.39904686342925 6.9904065108858 0.289498679339886 3.58341401210055 3.71247644769028 7.84875796176493 2.09553746582869 1.66540762853791 -0.0364612300811458 1.81213640596258 3.34425847066486 1.00346394045762 -0.967183834139741 1.24783822788185 0.0806528835406017 1.45429257359472 1.50904802413458 1.2893483285978 0.823110670044869 -0.110262840061902 0.625816803911631 -1.29074109353798 1.77940955392085 0.998601844271412 0.559447065108136 1.4321536942473 0.93989796189274 1.7473393789883 2.41355720227411 -3.37123884364277 0.954265901276647 7 8 6 5 6 3
"9" 5.03346343291923 3.12053333502263 9.43141075083986 6.25693287700415 7.17298150528222 5.169707830064 6.8459724355489 3.81839616922662 8.31104460405186 4.8541835648939 9.12742382846773 6.05297489790246 9.00458519812673 4.46404973277822 2.88816137006506 8.25633408268914 4.79068249696866 4.22048939624801 1.86744123930112 1.38592018280178 -2.29668410537918 -2.07446613421383 0.934816067065853 0.249360205065638 1.4183393759946 -1.94623539279163 0.852294206363974 -1.40977295812506 1.51372401346547 0.0959417001715936 0.952552295584011 3.1837223327832 -0.573398575712844 -3.85258501069527 -1.58485666704741 -0.112491677321266 0.540496119257987 0.73185924829901 -0.417304962638352 0.51083933757503 1.2247224114632 -0.779910776962 2.18918952318227 -0.444465192423353 -0.834938091170401 4 4 2 4 4 3
"10" 7.47755817370489 7.45942091569304 9.749972501304 7.56033016368747 0.319448970258236 7.71674778312445 1.22062427224591 8.07931578950956 6.35989840840921 5.99092999473214 6.88930043019354 2.95210268115625 8.91454186988994 4.52217151643708 1.53005960397422 0.855704962741584 5.50597086315975 7.5993620743975 2.00648439349607 6.22166103450581 -0.913694566483749 4.5281205831863 1.66188417303141 -1.03161415201682 1.0217103792185 0.147829060013525 0.748174000120718 1.27348413776855 2.23037858126052 -1.94129311796452 0.650541154767202 3.91978631507463 1.2833728853952 -2.97442064904445 2.55725753564087 -0.464410263320595 0.686986199622819 0.418367436291777 0.139207447347183 4.16370594424187 2.03727463790005 0.310947412326778 -0.505948694864013 -6.083495108176 0.636576298487178 5 2 4 6 3 2
